python_skill,java_skill,cpp_skill,javascript_skill,html_css_skill,sql_skill,machine_learning_interest,web_development_interest,data_analysis_interest,cybersecurity_interest,statistics_skill,problem_solving,communication_skill,creativity,logical_thinking,teamwork,cloud_computing_interest,networking_skill,debugging_skill,aptitude_score,career_path
1,5,2,8,4,5,6,6,8,3,6,4,8,7,7,8,1,9,6,87,Data Analyst
0,3,3,7,8,6,4,10,5,9,6,4,10,8,10,5,6,5,7,100,Full Stack Developer
6,8,8,8,6,4,5,5,1,4,1,5,9,8,3,9,10,6,10,100,Full Stack Developer
2,6,2,6,9,9,4,8,4,5,5,7,4,5,6,6,6,5,10,100,Full Stack Developer
2,4,5,7,9,2,7,6,3,3,4,7,7,3,7,6,6,10,10,100,Full Stack Developer
10,4,5,6,6,8,5,5,6,3,9,8,8,10,7,1,6,10,5,100,AI Engineer
3,2,3,9,5,7,5,7,4,4,5,5,3,6,6,8,10,5,7,85,Full Stack Developer
9,7,1,10,4,3,5,3,5,4,8,8,3,1,7,0,7,2,6,100,AI Engineer
6,6,3,0,5,7,5,3,7,6,5,6,4,2,7,2,4,5,4,100,Data Analyst
5,8,2,10,10,8,3,9,3,6,8,6,5,7,5,5,4,3,5,97,Full Stack Developer
4,9,4,10,8,7,5,10,7,3,4,6,6,10,7,7,10,0,7,100,Full Stack Developer
2,4,7,8,8,6,7,8,5,2,10,4,4,7,3,3,8,0,5,57,Full Stack Developer
3,5,2,3,5,10,7,0,9,5,7,3,4,0,2,2,3,6,4,100,Data Analyst
10,1,2,2,5,10,7,4,10,5,8,8,5,6,4,3,7,4,3,100,Data Analyst
4,3,5,8,1,4,8,2,7,7,0,6,6,6,8,6,6,10,7,100,Cybersecurity Engineer
3,2,5,3,7,2,9,0,6,1,10,3,4,2,10,7,6,8,5,93,AI Engineer
4,3,9,10,4,8,7,3,1,7,7,4,2,8,8,6,4,5,4,100,Cybersecurity Engineer
8,8,6,0,7,6,6,7,3,9,10,8,7,7,6,7,4,8,7,100,Data Analyst
8,2,4,9,10,4,6,9,5,0,4,9,7,1,5,8,7,7,10,100,Full Stack Developer
4,6,7,3,2,10,9,2,6,3,10,9,3,2,1,6,5,4,6,86,Data Analyst
4,4,5,5,2,9,4,7,10,4,6,8,5,6,8,2,6,7,9,100,Data Analyst
5,3,5,10,8,7,6,8,8,0,3,7,6,6,9,4,7,7,8,100,Full Stack Developer
6,8,4,7,4,8,7,0,9,0,9,4,2,8,8,5,10,7,5,61,Data Analyst
6,2,8,6,3,8,10,5,5,9,10,7,7,6,7,4,8,1,5,100,AI Engineer
5,3,3,4,1,7,4,3,6,4,6,5,6,6,1,6,5,4,6,64,Data Analyst
10,4,7,3,1,7,10,7,3,3,10,6,2,6,6,10,9,6,8,97,AI Engineer
9,7,5,0,6,9,2,8,7,8,0,3,6,8,2,7,8,7,6,100,Cybersecurity Engineer
7,6,1,4,4,10,6,4,3,4,10,5,6,5,9,5,3,4,2,90,Data Analyst
5,1,4,5,0,4,6,3,7,2,6,5,3,6,7,5,2,7,4,100,Data Analyst
4,2,4,6,9,2,5,1,3,6,6,5,2,4,9,7,4,8,4,100,Cybersecurity Engineer
7,4,0,7,5,10,8,2,8,2,10,9,9,4,9,7,6,3,5,100,Data Analyst
7,1,2,3,0,5,6,1,7,6,8,7,7,6,8,4,6,7,4,100,AI Engineer
2,3,6,3,4,9,7,4,6,5,10,5,2,6,9,5,7,4,6,100,Data Analyst
7,1,5,4,3,3,10,3,10,1,10,4,3,3,6,7,5,0,10,100,AI Engineer
7,0,5,5,6,7,6,1,3,6,6,10,9,9,7,5,7,7,10,100,Cybersecurity Engineer
5,3,6,0,6,6,2,4,8,8,9,7,5,0,7,6,4,3,7,87,Data Analyst
6,6,7,6,7,9,9,5,6,9,3,7,7,5,8,5,6,1,7,71,Full Stack Developer
6,5,2,5,9,8,10,6,9,3,8,0,8,8,6,6,5,5,8,40,AI Engineer
4,5,8,5,4,4,4,9,4,6,1,5,4,7,10,6,7,9,4,100,Cybersecurity Engineer
5,5,6,8,7,7,5,9,3,6,2,4,7,7,3,10,6,5,9,100,Full Stack Developer
7,8,6,4,6,4,6,1,3,2,10,7,6,3,9,4,7,1,2,62,AI Engineer
8,6,3,7,10,6,7,8,2,5,4,7,4,5,4,7,7,5,8,100,Full Stack Developer
6,5,0,6,5,10,6,4,6,2,10,5,3,4,10,5,3,3,7,100,Data Analyst
5,6,7,6,5,3,3,7,7,7,8,5,4,7,9,6,7,9,7,90,Cybersecurity Engineer
7,5,3,10,9,9,3,7,7,2,6,3,7,4,5,1,9,2,3,100,Full Stack Developer
8,0,3,8,5,10,8,2,10,3,8,7,4,2,4,7,10,5,4,100,Data Analyst
10,3,4,10,9,5,4,10,3,4,2,7,8,6,7,5,1,6,10,73,Full Stack Developer
7,7,4,8,4,6,3,5,4,4,8,4,8,6,6,7,3,6,8,100,Full Stack Developer
2,7,7,5,5,5,6,3,5,6,4,5,4,9,8,6,2,7,9,73,Cybersecurity Engineer
8,5,6,5,3,4,8,5,7,8,10,7,4,3,4,6,9,6,9,96,AI Engineer
5,2,8,10,10,5,3,4,5,2,3,7,8,2,8,4,4,1,6,75,Full Stack Developer
3,6,5,4,5,4,10,2,10,2,6,9,10,6,7,2,5,6,8,100,Data Analyst
9,7,7,4,5,4,9,6,2,7,7,7,8,4,6,7,3,7,10,92,Cybersecurity Engineer
6,4,2,7,4,4,10,4,6,2,5,2,4,7,7,5,0,8,6,87,AI Engineer
7,8,7,7,5,5,6,4,6,7,9,7,10,3,1,2,10,5,5,95,Data Analyst
8,0,7,4,5,9,3,5,8,4,10,7,6,6,8,6,2,0,4,100,Data Analyst
6,2,4,8,3,9,7,4,3,7,5,7,6,6,5,4,4,5,5,100,Cybersecurity Engineer
7,7,0,10,5,3,4,8,7,0,4,2,5,6,4,8,10,5,9,79,Full Stack Developer
8,7,8,10,10,6,8,6,0,3,4,6,4,8,5,9,3,4,7,94,Full Stack Developer
6,7,6,2,4,4,7,4,1,5,6,8,5,4,3,6,5,7,7,100,Cybersecurity Engineer
5,6,2,0,5,4,9,4,1,10,3,7,5,7,6,5,8,10,7,77,Cybersecurity Engineer
10,1,3,10,5,5,7,6,10,1,9,6,7,9,9,6,10,4,4,100,AI Engineer
9,5,8,10,2,8,8,4,2,5,7,5,3,3,6,7,2,1,6,90,AI Engineer
7,3,10,7,4,8,4,2,10,4,9,6,3,5,4,4,3,3,3,100,Data Analyst
1,3,3,1,3,10,6,5,8,6,10,5,3,4,8,10,6,5,8,100,Data Analyst
7,7,2,9,5,4,2,8,3,4,1,6,2,10,4,5,8,9,3,100,Full Stack Developer
6,3,3,4,5,1,5,4,8,3,7,4,4,5,6,0,10,6,7,71,AI Engineer
10,5,1,3,3,6,7,4,3,5,8,10,5,9,4,2,2,7,10,85,AI Engineer
5,6,3,3,6,8,5,4,4,9,4,8,7,4,6,6,8,7,6,100,Cybersecurity Engineer
10,7,6,5,4,8,8,1,4,3,10,5,8,1,6,0,7,4,6,86,AI Engineer
6,1,1,5,5,4,5,3,6,5,8,6,8,3,8,8,5,4,5,100,AI Engineer
6,5,5,3,2,7,3,3,2,7,6,7,5,3,5,6,7,9,7,100,Cybersecurity Engineer
5,7,4,2,3,3,4,5,5,10,6,3,7,3,1,8,8,10,5,100,Cybersecurity Engineer
6,9,1,3,3,7,2,1,6,7,9,6,6,4,3,4,3,6,10,100,Data Analyst
7,5,8,1,2,5,1,7,7,7,9,6,4,5,4,7,6,7,6,100,Cybersecurity Engineer
6,3,4,10,4,5,5,4,5,3,8,10,5,7,6,5,8,8,6,100,Cybersecurity Engineer
2,5,2,8,4,5,10,8,9,10,10,3,3,6,2,5,3,5,8,98,AI Engineer
3,2,8,10,10,8,1,6,3,5,4,6,8,6,6,3,9,8,8,100,Full Stack Developer
8,7,10,10,7,5,7,4,0,4,6,8,6,10,6,7,8,7,9,87,Full Stack Developer
7,7,5,5,4,10,8,3,6,3,10,8,2,4,7,5,10,1,10,96,Data Analyst
7,5,3,1,6,5,4,6,4,9,7,2,1,7,9,7,5,10,7,100,Cybersecurity Engineer
8,10,6,1,2,8,2,6,4,8,1,7,5,6,9,1,5,8,10,100,Cybersecurity Engineer
7,6,9,1,6,8,7,6,10,3,9,7,8,9,8,7,4,5,5,83,AI Engineer
10,4,3,4,3,9,3,3,9,3,10,5,6,3,8,3,4,2,5,100,Data Analyst
8,3,0,5,5,10,3,4,6,8,7,5,6,6,8,5,4,4,7,75,Data Analyst
8,0,6,5,7,3,7,4,5,4,2,5,8,6,8,6,7,6,6,81,Full Stack Developer
7,6,10,6,4,5,9,7,5,4,10,8,7,0,5,6,4,8,10,72,AI Engineer
2,2,6,9,8,3,2,8,6,6,8,5,8,7,6,9,4,5,3,100,Full Stack Developer
7,10,6,4,5,2,9,2,3,8,7,6,8,5,5,10,7,7,4,76,Cybersecurity Engineer
8,6,7,3,5,6,6,4,8,5,10,8,8,8,2,7,8,3,6,100,AI Engineer
7,5,3,3,4,8,7,0,4,6,7,7,6,2,9,7,6,0,5,92,Data Analyst
0,5,3,4,3,7,0,7,6,5,6,8,3,5,4,0,4,6,10,100,Cybersecurity Engineer
6,0,3,4,1,8,9,7,3,5,10,6,1,6,5,7,3,3,7,100,Data Analyst
1,5,5,10,6,7,5,8,6,4,7,7,8,4,3,3,3,5,5,67,Full Stack Developer
8,5,9,10,9,8,7,4,6,7,3,6,4,6,7,2,5,6,9,67,Full Stack Developer
7,4,6,7,3,3,6,2,8,7,3,9,0,7,10,9,5,10,8,83,Cybersecurity Engineer
2,4,4,5,10,3,3,4,5,0,4,6,4,3,8,2,4,7,7,92,Full Stack Developer
7,4,5,6,0,8,7,3,5,5,0,5,4,7,4,4,10,6,7,100,AI Engineer
3,4,5,6,7,8,7,9,4,6,10,8,5,4,2,5,4,4,2,88,AI Engineer
2,2,5,4,4,3,10,5,5,10,6,4,3,9,7,1,8,8,5,100,Cybersecurity Engineer
7,10,6,8,6,7,6,8,6,6,9,10,6,9,6,2,2,3,9,66,Data Analyst
5,5,3,9,10,9,2,10,7,5,5,4,3,10,4,2,5,3,8,93,Full Stack Developer
5,4,7,4,4,5,10,7,8,5,10,9,8,8,4,1,5,4,6,100,AI Engineer
3,3,9,9,9,7,2,7,9,7,3,4,5,2,9,10,3,3,8,94,Full Stack Developer
5,4,8,10,7,5,5,7,5,0,2,4,4,6,5,6,10,7,10,97,Full Stack Developer
5,5,5,10,10,5,10,5,4,5,2,7,4,4,3,6,7,2,8,100,Full Stack Developer
7,1,9,4,7,9,4,7,6,0,7,6,4,3,10,6,4,5,7,57,AI Engineer
8,8,4,1,4,5,7,4,6,2,10,5,6,5,6,5,7,7,9,96,AI Engineer
4,4,4,4,4,5,8,0,1,7,7,5,1,4,6,3,7,9,7,100,Cybersecurity Engineer
4,2,2,2,4,10,10,3,8,9,9,8,5,7,4,1,4,4,6,100,Data Analyst
7,5,5,4,8,8,0,7,3,0,9,4,7,5,4,6,4,5,7,73,Full Stack Developer
9,3,7,9,7,3,1,2,4,8,6,10,6,5,8,5,7,9,9,100,Cybersecurity Engineer
5,2,5,4,7,10,3,4,5,2,6,4,9,6,7,7,3,1,2,77,AI Engineer
5,7,4,6,10,2,2,7,4,4,7,8,7,6,6,4,3,7,9,87,Full Stack Developer
6,0,3,7,3,10,6,6,6,5,6,8,7,2,10,7,2,7,7,84,Cybersecurity Engineer
5,6,6,5,4,3,5,5,8,7,8,7,5,8,9,4,3,6,7,69,AI Engineer
5,4,3,7,7,2,6,3,8,8,6,4,9,1,5,8,7,5,4,93,Full Stack Developer
5,1,4,10,8,1,2,7,7,0,4,9,4,7,1,8,7,5,4,100,Full Stack Developer
7,5,7,5,6,7,3,2,9,4,9,9,5,7,6,6,6,3,4,100,AI Engineer
8,4,6,5,2,6,7,6,10,6,10,9,10,6,5,3,7,3,7,100,Data Analyst
5,4,2,4,1,7,5,1,10,1,10,7,3,5,7,7,7,8,8,100,Data Analyst
9,8,7,6,0,0,8,4,1,8,4,10,5,5,4,6,8,9,7,100,Cybersecurity Engineer
9,6,1,5,5,6,10,6,6,5,6,7,5,7,4,4,7,5,8,100,AI Engineer
5,5,4,5,6,5,10,3,6,3,10,4,5,8,7,7,4,5,4,98,AI Engineer
5,4,4,0,1,5,4,4,7,8,5,9,5,8,9,5,4,10,8,93,Cybersecurity Engineer
0,7,5,10,7,2,5,6,5,9,5,6,4,5,5,6,7,5,0,65,Full Stack Developer
9,3,2,1,6,9,10,6,7,10,10,8,4,3,6,5,4,9,7,100,AI Engineer
10,9,5,10,10,5,5,7,0,4,0,4,6,5,3,3,5,3,6,89,Full Stack Developer
4,4,4,0,5,9,7,3,10,7,6,3,4,7,7,3,4,5,10,100,Data Analyst
2,7,10,4,4,5,10,5,0,7,7,4,5,4,6,6,8,2,7,100,Data Analyst
6,3,5,5,6,6,6,3,4,4,3,8,4,4,7,8,10,8,9,100,Cybersecurity Engineer
7,4,6,5,8,5,10,5,6,4,8,7,6,3,9,2,5,6,7,100,AI Engineer
4,7,7,9,10,3,0,9,5,5,4,8,6,8,7,2,7,8,6,87,Full Stack Developer
5,7,7,4,7,7,4,8,1,8,4,8,4,4,10,6,8,9,6,100,Cybersecurity Engineer
4,2,5,4,5,7,2,7,4,7,7,8,7,8,5,7,1,5,7,89,Cybersecurity Engineer
5,2,4,6,8,4,7,2,0,5,8,4,7,6,7,6,7,6,8,91,AI Engineer
7,5,7,10,10,6,5,7,3,3,6,4,6,2,6,5,8,3,6,100,Full Stack Developer
7,1,3,4,1,9,8,3,8,7,10,9,6,7,4,6,6,4,3,74,Data Analyst
4,10,6,5,3,10,7,3,10,6,6,7,5,8,4,7,2,8,5,100,Data Analyst
6,6,6,10,10,10,9,9,3,8,3,4,4,9,7,7,6,5,8,100,Full Stack Developer
10,5,3,7,5,6,10,3,5,5,9,2,4,6,9,3,2,5,1,100,AI Engineer
7,3,7,3,1,2,4,5,6,5,7,9,4,7,5,4,5,5,7,84,AI Engineer
3,6,7,10,10,7,6,5,9,4,3,6,5,2,6,9,8,5,7,100,Full Stack Developer
6,4,5,0,8,6,5,2,4,5,4,8,6,5,7,7,0,10,10,71,Cybersecurity Engineer
7,3,4,6,4,5,10,3,3,2,10,7,3,5,10,3,0,5,5,74,AI Engineer
5,6,6,7,10,6,4,10,4,7,3,7,8,3,5,6,5,6,6,87,Full Stack Developer
7,1,2,7,7,3,5,5,10,3,4,5,3,9,7,5,8,5,10,100,Full Stack Developer
6,1,6,4,6,4,3,6,6,10,8,9,8,5,8,3,7,8,3,100,Cybersecurity Engineer
8,8,7,8,5,2,4,3,7,6,9,4,4,4,4,7,8,9,9,100,Cybersecurity Engineer
4,7,8,9,10,9,5,7,5,1,2,3,3,4,7,4,7,6,10,96,Full Stack Developer
6,6,3,5,5,2,4,2,4,10,7,6,8,3,5,6,4,6,7,100,Cybersecurity Engineer
5,4,0,4,6,7,3,2,5,0,9,2,8,7,5,7,6,3,1,93,AI Engineer
6,2,6,6,6,7,3,6,9,5,7,8,6,6,4,5,7,10,3,100,Cybersecurity Engineer
7,5,5,9,8,1,7,9,4,2,5,7,7,9,8,2,6,8,6,100,Full Stack Developer
8,2,7,7,10,5,9,3,8,4,10,6,5,5,6,5,4,8,6,100,AI Engineer
8,8,7,9,10,5,9,10,5,2,0,3,2,2,9,2,4,2,10,100,Full Stack Developer
6,6,10,7,5,6,3,3,7,3,9,4,0,4,10,5,4,1,4,100,Data Analyst
10,1,5,7,3,6,7,3,4,3,10,5,3,8,9,1,3,5,7,68,AI Engineer
7,6,1,2,4,5,8,4,7,5,10,8,1,9,1,2,5,6,0,100,AI Engineer
7,3,2,4,5,9,4,9,4,8,0,10,4,8,2,10,2,6,5,100,Cybersecurity Engineer
9,4,4,6,2,6,2,4,6,7,7,7,8,7,6,5,7,1,4,100,AI Engineer
5,7,3,5,0,6,6,2,5,8,4,8,8,6,3,4,7,6,5,90,Cybersecurity Engineer
8,6,4,4,5,6,3,1,5,8,7,6,5,7,10,6,4,4,6,96,AI Engineer
1,3,7,10,5,8,5,7,4,6,6,8,4,4,4,9,7,4,4,100,Data Analyst
10,8,9,10,8,6,4,9,1,4,1,5,4,6,4,6,2,2,9,83,Full Stack Developer
7,5,5,10,10,5,6,8,10,5,7,7,1,5,4,4,4,2,5,100,Full Stack Developer
4,6,7,5,10,3,7,5,4,4,4,6,5,4,5,9,8,5,7,100,Full Stack Developer
7,2,8,6,6,8,8,8,8,4,10,7,4,8,7,5,6,10,3,80,AI Engineer
7,4,7,9,6,6,7,1,8,2,6,8,10,6,5,2,5,1,5,100,Data Analyst
10,7,0,2,5,6,10,2,6,4,8,4,4,2,5,8,4,9,6,100,AI Engineer
2,6,1,7,6,8,7,4,7,1,7,10,4,6,5,5,4,1,6,100,Data Analyst
6,2,5,7,1,6,7,1,5,9,8,7,7,3,7,7,2,9,10,97,Cybersecurity Engineer
5,5,9,1,2,10,4,5,5,5,7,3,7,2,7,4,2,7,7,70,Data Analyst
6,4,6,2,8,6,2,5,7,9,6,7,6,4,5,5,6,10,8,81,Cybersecurity Engineer
3,5,6,2,5,5,4,4,5,5,7,8,3,5,10,5,7,3,8,93,Data Analyst
5,6,2,10,10,7,7,9,1,2,5,6,3,6,6,8,4,4,6,67,Full Stack Developer
9,4,8,8,4,6,6,3,5,5,10,8,5,4,4,5,6,6,3,95,AI Engineer
2,5,10,0,0,9,3,6,6,4,8,1,6,7,7,3,6,10,5,100,Cybersecurity Engineer
9,3,5,8,3,3,7,4,7,4,10,4,8,2,3,6,3,1,1,96,AI Engineer
5,4,7,9,10,9,2,7,8,0,2,3,6,8,8,4,5,1,8,100,Full Stack Developer
7,0,3,0,0,4,6,5,5,3,10,7,8,1,4,5,5,2,1,100,AI Engineer
4,2,7,10,5,3,7,5,4,5,8,7,8,7,9,4,7,9,9,100,Full Stack Developer
4,2,5,4,7,9,5,5,10,2,7,10,4,7,9,7,6,4,10,91,Data Analyst
7,3,5,4,1,7,3,3,8,4,9,10,0,8,6,5,6,7,8,92,Data Analyst
9,2,8,9,5,3,8,4,6,10,10,3,6,6,6,6,5,9,4,100,Cybersecurity Engineer
9,2,2,3,3,8,9,4,1,6,5,6,5,8,4,0,7,8,8,100,AI Engineer
5,2,4,7,4,3,10,4,7,7,9,10,5,10,5,7,3,7,5,100,AI Engineer
4,6,2,5,1,7,5,5,1,6,5,6,7,6,6,9,5,9,9,100,Cybersecurity Engineer
4,7,7,6,6,5,3,6,7,5,7,4,2,6,9,9,4,7,7,58,Data Analyst
9,6,3,3,5,2,10,7,10,2,9,8,5,3,3,9,6,2,7,100,AI Engineer
3,0,7,9,10,5,9,7,4,4,4,6,5,1,3,9,5,2,4,97,Full Stack Developer
5,8,7,5,5,7,7,9,5,10,5,5,5,6,6,7,5,10,6,100,Cybersecurity Engineer
10,4,8,6,1,9,7,2,6,1,7,9,2,4,6,5,1,5,2,78,Data Analyst
9,6,5,6,3,4,5,5,6,6,9,6,3,5,10,8,8,5,5,75,AI Engineer
8,3,6,7,6,6,10,3,7,5,5,6,6,3,7,9,4,8,5,100,Data Analyst
9,3,0,10,10,7,6,8,6,6,0,1,8,4,4,3,4,4,6,80,Full Stack Developer
9,7,1,4,7,7,2,4,3,5,10,9,7,6,9,5,9,10,7,100,Cybersecurity Engineer
8,4,2,3,4,5,6,6,3,4,9,7,6,3,3,5,5,3,10,100,Data Analyst
7,4,3,3,7,4,3,7,6,4,9,9,0,8,3,8,7,6,4,53,AI Engineer
6,1,2,5,3,7,5,2,4,8,10,9,5,4,10,4,6,4,0,100,AI Engineer
7,3,8,4,3,10,5,6,4,4,10,4,8,5,3,4,4,4,5,67,Data Analyst
5,3,10,5,9,4,5,2,4,4,7,4,8,7,8,6,6,3,3,100,AI Engineer
3,5,3,2,6,6,7,4,4,3,10,9,3,0,8,7,7,4,3,98,Cybersecurity Engineer
6,3,8,2,4,10,6,2,0,6,7,8,6,3,6,5,8,10,7,100,Cybersecurity Engineer
10,5,4,5,3,1,3,5,2,6,6,2,6,7,6,5,2,7,9,100,Cybersecurity Engineer
9,0,4,3,8,6,7,2,6,7,8,5,6,7,10,6,5,7,6,69,Cybersecurity Engineer
6,6,5,9,8,7,3,6,3,4,4,10,3,7,4,7,7,0,4,81,Full Stack Developer
10,7,6,3,6,8,8,1,0,7,8,6,2,3,6,3,7,6,2,69,AI Engineer
9,9,9,10,10,8,1,10,1,4,7,9,6,10,6,5,6,9,6,84,Full Stack Developer
5,5,9,8,0,4,1,4,1,6,2,6,7,8,3,0,8,8,3,75,Cybersecurity Engineer
0,5,3,4,7,5,4,2,5,4,7,7,4,3,4,8,10,8,4,95,Cybersecurity Engineer
8,3,5,6,6,7,4,7,8,8,10,7,2,5,8,6,4,7,6,96,Cybersecurity Engineer
7,6,6,8,5,7,8,3,3,5,9,5,5,4,7,5,7,5,6,100,AI Engineer
6,5,4,4,4,3,7,3,4,6,6,7,8,7,9,4,8,3,4,100,AI Engineer
7,0,6,6,6,9,7,9,6,3,10,2,2,5,2,6,3,5,4,100,Data Analyst
3,2,1,3,1,6,10,7,8,6,6,5,6,2,5,7,7,6,10,40,Data Analyst
3,7,9,5,6,9,3,7,1,6,3,4,3,3,5,2,6,5,5,84,Cybersecurity Engineer
5,8,5,8,3,8,6,5,6,8,5,8,6,9,9,9,7,6,3,100,Cybersecurity Engineer
6,6,5,2,2,4,6,4,9,5,6,8,5,5,7,6,4,5,8,100,Cybersecurity Engineer
7,6,5,6,1,3,5,3,2,9,5,8,3,3,8,4,4,10,9,61,Cybersecurity Engineer
6,6,5,7,4,4,5,6,0,0,1,7,7,5,5,5,10,4,7,94,Full Stack Developer
6,9,8,2,4,8,10,3,4,4,5,6,7,2,8,4,8,4,9,63,AI Engineer
5,4,7,5,4,5,5,6,10,2,8,10,6,5,9,9,3,8,6,100,Data Analyst
10,2,5,7,5,10,8,5,5,4,10,7,7,4,3,1,7,3,1,100,AI Engineer
5,4,4,0,7,6,5,5,8,3,9,9,9,5,3,4,4,2,7,87,Data Analyst
10,3,4,4,4,5,10,5,5,2,10,4,6,7,6,7,6,4,5,97,AI Engineer
10,6,8,4,3,7,8,2,6,3,7,5,5,3,9,5,9,3,2,89,AI Engineer
10,3,6,4,4,10,7,7,10,2,10,8,5,8,7,7,7,0,2,100,Data Analyst
8,5,5,2,4,7,3,6,10,7,10,7,4,4,0,5,4,6,6,100,Data Analyst
6,5,1,10,10,4,1,5,7,1,6,7,6,2,3,7,9,4,8,100,Full Stack Developer
9,6,9,8,4,9,10,4,9,5,10,4,8,3,9,9,7,5,4,95,Data Analyst
1,6,2,10,10,4,5,6,0,3,5,7,6,2,6,2,4,2,10,100,Full Stack Developer
3,1,0,5,4,8,7,0,4,0,9,7,5,5,4,10,6,8,7,100,Data Analyst
5,3,7,5,5,7,2,5,6,1,9,7,6,4,6,3,2,4,3,83,Data Analyst
7,4,2,1,6,6,8,5,4,7,10,4,7,7,6,5,7,1,5,93,AI Engineer
7,6,5,6,8,3,8,8,4,6,7,8,2,3,8,7,8,9,6,100,Cybersecurity Engineer
6,6,5,6,10,4,9,8,6,3,6,6,6,6,2,6,9,0,9,84,Full Stack Developer
10,6,7,3,0,7,6,4,8,7,10,7,4,4,8,9,2,5,10,85,AI Engineer
5,7,4,6,3,8,4,4,8,10,7,9,7,5,10,8,7,9,4,88,Cybersecurity Engineer
5,4,9,8,10,6,0,3,7,3,5,8,7,5,5,6,5,2,7,89,Full Stack Developer
4,10,10,10,7,6,1,6,4,6,7,2,6,8,8,8,8,3,7,100,Full Stack Developer
4,6,5,8,10,7,5,6,10,5,6,5,5,9,4,7,0,4,6,93,Full Stack Developer
9,6,7,7,4,10,7,6,5,3,10,6,5,2,5,8,3,3,9,64,AI Engineer
7,4,2,8,10,1,3,7,8,6,6,6,4,5,3,7,3,5,6,100,Full Stack Developer
5,3,0,7,10,10,4,3,3,6,2,7,6,7,9,3,7,6,5,100,Full Stack Developer
3,4,3,8,6,3,5,6,2,6,8,7,2,5,7,6,8,10,7,76,Cybersecurity Engineer
4,5,2,9,5,4,0,8,4,3,10,7,7,9,7,4,1,0,9,78,Full Stack Developer
3,4,2,2,5,6,10,3,8,4,10,7,2,0,9,4,3,1,6,100,AI Engineer
9,5,4,6,0,5,8,4,3,6,9,3,10,3,8,4,4,3,4,100,AI Engineer
10,3,3,4,5,4,10,4,1,3,9,7,2,10,7,6,8,9,6,100,AI Engineer
8,6,5,7,10,8,7,9,6,10,7,6,9,7,6,6,5,5,9,100,Full Stack Developer
6,3,4,5,3,5,4,4,8,10,9,7,10,6,4,8,6,10,6,100,Cybersecurity Engineer
7,4,5,1,3,4,7,6,4,6,4,3,7,2,5,8,6,8,8,100,Cybersecurity Engineer
9,0,2,3,1,7,8,2,5,7,5,4,4,5,8,7,7,5,2,94,AI Engineer
5,4,5,2,4,9,5,2,3,1,2,6,9,7,4,6,4,7,9,78,Full Stack Developer
10,4,5,7,8,4,5,5,8,3,8,7,6,7,7,2,4,3,9,100,AI Engineer
7,4,0,8,3,5,2,6,3,6,10,2,4,5,5,4,7,2,9,100,Cybersecurity Engineer
9,8,3,4,7,6,10,6,10,7,10,6,4,7,10,8,5,8,1,69,AI Engineer
6,4,5,3,10,3,9,4,5,7,3,4,8,5,7,6,8,5,4,100,AI Engineer
6,6,5,10,10,8,6,8,5,0,1,5,6,7,6,0,5,5,7,100,Full Stack Developer
5,2,6,10,8,5,2,8,5,3,3,10,6,8,5,0,3,3,9,68,Full Stack Developer
6,5,5,4,0,1,10,9,4,5,10,5,7,3,9,5,7,2,7,100,AI Engineer
7,5,3,6,7,7,9,5,5,2,8,9,7,5,1,10,5,2,5,99,Data Analyst
7,5,7,2,2,7,6,5,4,4,10,2,5,5,7,7,7,4,4,100,AI Engineer
9,9,8,4,2,10,3,5,3,4,9,10,2,7,7,4,4,8,7,100,Cybersecurity Engineer
3,3,7,10,7,5,0,8,3,3,6,7,6,9,10,4,4,3,8,85,Full Stack Developer
7,5,2,4,7,7,4,3,3,9,6,7,6,3,10,9,4,6,3,100,Data Analyst
4,4,3,6,9,7,7,7,1,4,5,5,4,6,3,7,5,3,3,100,Full Stack Developer
6,3,2,5,6,8,6,8,2,5,4,4,10,7,6,5,9,6,9,100,AI Engineer
5,4,4,6,2,5,4,5,4,2,10,9,5,6,5,4,4,2,7,95,AI Engineer
5,10,7,2,5,7,9,3,4,1,10,4,5,9,7,6,7,6,8,100,AI Engineer
6,7,5,3,5,7,9,3,8,6,10,8,4,4,7,8,5,6,6,100,AI Engineer
5,2,4,9,8,9,5,3,10,5,7,8,5,4,5,6,7,4,8,100,Data Analyst
6,3,0,8,3,5,4,2,4,2,10,5,3,1,5,8,9,1,0,100,AI Engineer
7,6,5,2,4,4,9,7,6,7,10,4,4,4,4,9,2,7,6,83,AI Engineer
9,2,3,5,5,6,5,2,1,3,6,6,6,3,6,7,2,7,8,86,Data Analyst
6,10,8,4,10,4,3,6,5,6,2,5,5,2,1,10,6,3,2,92,Full Stack Developer
10,0,4,0,4,7,10,5,9,5,10,3,5,3,10,5,9,3,7,79,AI Engineer
6,5,3,9,6,8,3,4,4,1,0,5,8,7,7,6,4,3,3,100,Full Stack Developer
4,7,5,5,3,9,7,5,9,0,10,6,3,6,9,9,6,3,10,86,Data Analyst
9,4,5,7,3,8,6,7,9,3,10,10,2,6,7,4,3,5,7,67,Data Analyst
5,4,2,8,7,2,7,0,5,6,3,5,4,8,10,7,10,7,5,72,Cybersecurity Engineer
8,5,7,6,7,5,6,2,2,9,4,8,5,8,9,0,5,6,0,100,Cybersecurity Engineer
7,6,8,3,3,3,7,7,1,4,3,10,9,3,3,1,9,10,9,100,Cybersecurity Engineer
